PrecoUnitario|Quantidade|Data:ALFA|Pais:ALFA|Cidade:ALFA|Empresa:ALFA|Cliente:ALFA|CEP:ALFA|Categoria:ALFA|Produto:ALFA
7,30|10|1996-10-15 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|3|Teatime Chocolate Biscuits
20,70|8|1996-10-15 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|8|Nord-Ost Matjeshering
210,80|20|1996-10-15 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|1|Côte de Blaye
30,40|12|1996-10-15 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|5|Gnocchi di nonna Alice
24,90|50|1996-10-16 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|3|Gumbär Gummibärchen
27,80|25|1996-10-16 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|4|Mozzarella di Giovanni
5,90|15|1996-10-16 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|6|Tourtière
50,00|40|1996-10-17 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|8|Carnarvon Tigers
11,20|10|1996-10-17 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|5|Singaporean Hokkien Fried Mee
7,60|16|1996-10-17 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|3|Zaanse koeken
18,60|10|1996-10-18 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|7|Tofu
8,00|10|1996-10-18 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|3|Sir Rodney's Scones
17,20|40|1996-10-18 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|4|Flotemysost
5,60|8|1996-10-21 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|5|Filo Mix
10,00|10|1996-10-21 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|3|Scottish Longbreads
15,20|7|1996-10-22 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|1|Chang
10,00|25|1996-10-22 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Gorgonzola Telino
25,60|6|1996-10-22 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Mascarpone Fabioli
42,40|48|1996-10-22 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|7|Manjimup Dried Apples
17,60|18|1996-10-23 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|2|Chef Anton's Cajun Seasoning
7,20|40|1996-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|5|Tunnbröd
24,90|24|1996-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|3|Gumbär Gummibärchen
15,20|20|1996-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Inlagd Sill
20,80|28|1996-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Gravad lax
27,80|25|1996-10-24 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Mozzarella di Giovanni
31,20|20|1996-10-25 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|6|Alice Mutton
20,70|15|1996-10-25 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|8|Nord-Ost Matjeshering
17,60|10|1996-10-28 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|2|Chef Anton's Cajun Seasoning
31,20|70|1996-10-28 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|6|Alice Mutton
39,40|28|1996-10-28 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|3|Tarte au sucre
50,00|20|1996-10-29 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Carnarvon Tigers
7,70|12|1996-10-29 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Jack's New England Clam Chowder
36,80|40|1996-10-29 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|1|Ipoh Coffee
2,00|8|1996-10-29 00:00:00.000|Denmark|Kobenhavn|Simons bistro|SIMOB|1734|4|Geitost
44,00|9|1996-10-29 00:00:00.000|Denmark|Kobenhavn|Simons bistro|SIMOB|1734|4|Raclette Courdavault
15,20|24|1996-10-30 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|1|Chang
10,00|56|1996-10-30 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Gorgonzola Telino
15,20|40|1996-10-30 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Inlagd Sill
19,20|40|1996-10-30 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|6|Pâté chinois
26,60|50|1996-10-31 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|5|Wimmers gute Semmelknödel
10,00|4|1996-10-31 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|3|Scottish Longbreads
14,40|15|1996-10-31 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|1|Lakkalikööri
17,60|35|1996-11-01 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|2|Chef Anton's Cajun Seasoning
32,00|70|1996-11-01 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|2|Northwoods Cranberry Sauce
32,00|70|1996-11-04 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Northwoods Cranberry Sauce
7,30|80|1996-11-04 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|3|Teatime Chocolate Biscuits
11,20|9|1996-11-04 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|5|Singaporean Hokkien Fried Mee
31,20|36|1996-11-05 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|6|Alice Mutton
30,40|20|1996-11-05 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|5|Gnocchi di nonna Alice
11,20|10|1996-11-06 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|3|NuNuCa Nuß-Nougat-Creme
14,40|50|1996-11-06 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|1|Chartreuse verte
14,70|4|1996-11-06 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|8|Boston Crab Meat
6,20|6|1996-11-06 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|1|Rhönbräu Klosterbier
14,40|15|1996-11-07 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|1|Chai
7,20|25|1996-11-07 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|5|Tunnbröd
5,90|24|1996-11-08 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|6|Tourtière
13,00|15|1996-11-11 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|3|Valkoinen suklaa
28,80|18|1996-11-11 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|4|Gudbrandsdalsost
210,80|20|1996-11-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Côte de Blaye
7,70|13|1996-11-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|8|Jack's New England Clam Chowder
15,50|77|1996-11-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Gula Malacca
16,80|10|1996-11-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Louisiana Fiery Hot Pepper Sauce
3,60|10|1996-11-12 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|1|Guaraná Fantástica
5,90|20|1996-11-12 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|6|Tourtière
16,80|12|1996-11-13 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|4|Queso Cabrales
210,80|50|1996-11-13 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|1|Côte de Blaye
14,40|12|1996-11-14 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|1|Chai
99,00|4|1996-11-14 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|6|Thüringer Rostbratwurst
3,60|25|1996-11-15 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|1|Guaraná Fantástica
15,60|25|1996-11-15 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|5|Ravioli Angelo
10,00|30|1996-11-18 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|4|Gorgonzola Telino
19,20|12|1996-11-18 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|6|Pâté chinois
28,80|20|1996-11-18 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|4|Gudbrandsdalsost
24,80|30|1996-11-19 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|8|Ikura
24,90|16|1996-11-19 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|3|Gumbär Gummibärchen
27,20|8|1996-11-19 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|4|Camembert Pierrot
3,60|10|1996-11-20 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|1|Guaraná Fantástica
11,20|10|1996-11-20 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|1|Sasquatch Ale
15,20|20|1996-11-20 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|8|Inlagd Sill
13,90|56|1996-11-21 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|3|Pavlova
10,00|70|1996-11-21 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|4|Gorgonzola Telino
27,20|80|1996-11-21 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|4|Camembert Pierrot
36,40|30|1996-11-22 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|7|Rössle Sauerkraut
99,00|35|1996-11-22 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|6|Thüringer Rostbratwurst
210,80|10|1996-11-22 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|1|Côte de Blaye
16,00|35|1996-11-22 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|3|Maxilaku
5,90|28|1996-11-22 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|6|Tourtière
14,40|54|1996-11-22 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Chartreuse verte
27,20|55|1996-11-22 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Camembert Pierrot
11,20|50|1996-11-25 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|3|NuNuCa Nuß-Nougat-Creme
42,40|20|1996-11-25 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|7|Manjimup Dried Apples
5,90|24|1996-11-25 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|6|Tourtière
10,00|20|1996-11-26 00:00:00.000|Germany|Aachen|Drachenblut Delikatessen|DRACD|52066|4|Gorgonzola Telino
6,20|12|1996-11-26 00:00:00.000|Germany|Aachen|Drachenblut Delikatessen|DRACD|52066|1|Rhönbräu Klosterbier
14,40|12|1996-11-26 00:00:00.000|Germany|Aachen|Drachenblut Delikatessen|DRACD|52066|1|Lakkalikööri
28,80|30|1996-11-26 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|4|Gudbrandsdalsost
17,20|5|1996-11-26 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|4|Flotemysost
16,80|24|1996-11-27 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|4|Queso Cabrales
16,80|5|1996-11-28 00:00:00.000|Spain|Barcelona|Galería del gastrónomo|GALED|08022|2|Louisiana Fiery Hot Pepper Sauce
10,40|5|1996-11-28 00:00:00.000|Spain|Barcelona|Galería del gastrónomo|GALED|08022|2|Original Frankfurter grüne Soße
11,20|36|1996-11-28 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Sasquatch Ale
5,90|18|1996-11-28 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|6|Tourtière
16,80|15|1996-11-28 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|2|Louisiana Fiery Hot Pepper Sauce
10,40|7|1996-11-28 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|2|Original Frankfurter grüne Soße
8,00|5|1996-11-29 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|3|Sir Rodney's Scones
36,40|13|1996-11-29 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|7|Rössle Sauerkraut
15,60|25|1996-11-29 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|5|Ravioli Angelo
26,60|35|1996-11-29 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|5|Wimmers gute Semmelknödel
99,00|20|1996-12-02 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|6|Thüringer Rostbratwurst
30,40|18|1996-12-02 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|5|Gnocchi di nonna Alice
14,40|15|1996-12-03 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|1|Chai
26,60|30|1996-12-03 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|5|Wimmers gute Semmelknödel
8,00|20|1996-12-03 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|7|Longlife Tofu
15,20|6|1996-12-03 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|8|Inlagd Sill
64,80|12|1996-12-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|3|Sir Rodney's Marmalade
210,80|40|1996-12-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|1|Côte de Blaye
27,20|70|1996-12-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Camembert Pierrot
27,80|42|1996-12-04 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Mozzarella di Giovanni
10,60|80|1996-12-05 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Escargots de Bourgogne
17,20|50|1996-12-05 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Flotemysost
10,00|30|1996-12-05 00:00:00.000|Poland|Warszawa|Wolski  Zajazd|WOLZA|01-012|4|Gorgonzola Telino
10,60|15|1996-12-05 00:00:00.000|Poland|Warszawa|Wolski  Zajazd|WOLZA|01-012|8|Escargots de Bourgogne
18,60|15|1996-12-06 00:00:00.000|USA|Elgin|Hungry Coyote Import Store|HUNGC|97827|7|Tofu
5,90|10|1996-12-06 00:00:00.000|USA|Elgin|Hungry Coyote Import Store|HUNGC|97827|6|Tourtière
10,00|42|1996-12-09 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|4|Gorgonzola Telino
36,40|20|1996-12-09 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|7|Rössle Sauerkraut
14,40|20|1996-12-09 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|1|Chartreuse verte
17,20|6|1996-12-10 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|4|Flotemysost
7,70|8|1996-12-11 00:00:00.000|Brazil|Rio de Janeiro|Que Delícia|QUEDE|02389-673|8|Jack's New England Clam Chowder
35,10|16|1996-12-11 00:00:00.000|Brazil|Rio de Janeiro|Que Delícia|QUEDE|02389-673|2|Vegie-spread
16,80|20|1996-12-11 00:00:00.000|Brazil|Rio de Janeiro|Que Delícia|QUEDE|02389-673|2|Louisiana Fiery Hot Pepper Sauce
20,70|18|1996-12-12 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Nord-Ost Matjeshering
26,20|20|1996-12-12 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Perth Pasties
27,20|6|1996-12-12 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Camembert Pierrot
12,00|30|1996-12-12 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|1|Outback Lager
8,00|14|1996-12-12 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|7|Longlife Tofu
17,00|32|1996-12-13 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Chef Anton's Gumbo Mix
50,00|9|1996-12-13 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|8|Carnarvon Tigers
99,00|14|1996-12-13 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|6|Thüringer Rostbratwurst
2,00|60|1996-12-13 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Geitost
8,00|50|1996-12-13 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|7|Longlife Tofu
4,80|20|1996-12-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|8|Konbu
13,00|15|1996-12-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|3|Valkoinen suklaa
30,40|20|1996-12-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|5|Gnocchi di nonna Alice
64,80|28|1996-12-16 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|3|Sir Rodney's Marmalade
27,20|15|1996-12-16 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|4|Camembert Pierrot
24,00|10|1996-12-17 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|7|Uncle Bob's Organic Dried Pears
27,20|20|1996-12-17 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|4|Camembert Pierrot
10,00|8|1996-12-17 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|3|Scottish Longbreads
3,60|15|1996-12-18 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|1|Guaraná Fantástica
11,20|10|1996-12-18 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|1|Sasquatch Ale
3,60|15|1996-12-18 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|1|Guaraná Fantástica
36,40|6|1996-12-18 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|7|Rössle Sauerkraut
44,00|12|1996-12-18 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|4|Raclette Courdavault
17,20|15|1996-12-18 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|4|Flotemysost
7,60|15|1996-12-19 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|8|Rogede sild
5,60|20|1996-12-19 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|5|Filo Mix
26,20|40|1996-12-19 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|6|Perth Pasties
24,80|16|1996-12-20 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|8|Ikura
19,20|15|1996-12-20 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|6|Pâté chinois
39,40|20|1996-12-20 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|3|Tarte au sucre
12,00|30|1996-12-20 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|1|Outback Lager
10,00|60|1996-12-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Gorgonzola Telino
14,40|40|1996-12-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Steeleye Stout
9,60|45|1996-12-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|8|Spegesild
27,80|24|1996-12-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Mozzarella di Giovanni
4,80|18|1996-12-23 00:00:00.000|Germany|Aachen|Drachenblut Delikatessen|DRACD|52066|8|Konbu
28,80|50|1996-12-24 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|4|Gudbrandsdalsost
15,20|25|1996-12-25 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Chang
18,60|42|1996-12-25 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|7|Tofu
11,20|7|1996-12-25 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|NuNuCa Nuß-Nougat-Creme
24,90|70|1996-12-25 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Gumbär Gummibärchen
10,00|32|1996-12-25 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Gorgonzola Telino
4,80|10|1996-12-25 00:00:00.000|USA|Elgin|Hungry Coyote Import Store|HUNGC|97827|8|Konbu
39,40|10|1996-12-25 00:00:00.000|USA|Elgin|Hungry Coyote Import Store|HUNGC|97827|3|Tarte au sucre
9,60|28|1996-12-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|8|Spegesild
26,20|70|1996-12-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|6|Perth Pasties
28,80|8|1996-12-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Gudbrandsdalsost
7,20|40|1996-12-27 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|5|Tunnbröd
17,20|60|1996-12-27 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Flotemysost
27,80|21|1996-12-27 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Mozzarella di Giovanni
8,00|10|1996-12-27 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|3|Sir Rodney's Scones
42,40|18|1996-12-27 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|7|Manjimup Dried Apples
14,40|30|1996-12-30 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Steeleye Stout
19,20|120|1996-12-30 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Pâté chinois
10,00|60|1996-12-31 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|3|Scottish Longbreads
17,20|30|1996-12-31 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|4|Flotemysost
14,40|35|1996-12-31 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Lakkalikööri
10,40|14|1996-12-31 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|2|Original Frankfurter grüne Soße
99,00|21|1997-01-01 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|6|Thüringer Rostbratwurst
14,40|35|1997-01-01 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|1|Steeleye Stout
16,00|30|1997-01-01 00:00:00.000|UK|London|Eastern Connection|EASTC|WX3 6FW|3|Maxilaku
20,70|18|1997-01-01 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|8|Nord-Ost Matjeshering
30,40|70|1997-01-01 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|5|Gnocchi di nonna Alice
16,80|20|1997-01-01 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|2|Louisiana Fiery Hot Pepper Sauce
17,20|60|1997-01-01 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|4|Flotemysost
7,20|60|1997-01-02 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|5|Tunnbröd
35,10|65|1997-01-02 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Vegie-spread
13,90|21|1997-01-03 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|3|Pavlova
10,20|70|1997-01-03 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|3|Chocolade
24,90|30|1997-01-03 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|3|Gumbär Gummibärchen
11,20|40|1997-01-03 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|5|Singaporean Hokkien Fried Mee
16,00|30|1997-01-03 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|3|Maxilaku
8,00|50|1997-01-06 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|2|Aniseed Syrup
14,40|10|1997-01-07 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|1|Chai
8,00|30|1997-01-07 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|3|Sir Rodney's Scones
36,40|42|1997-01-07 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|7|Rössle Sauerkraut
15,20|5|1997-01-07 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Inlagd Sill
14,70|2|1997-01-07 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Boston Crab Meat
16,80|30|1997-01-07 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|4|Queso Cabrales
28,80|15|1997-01-07 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|4|Gudbrandsdalsost
17,20|15|1997-01-07 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|4|Flotemysost
20,80|10|1997-01-08 00:00:00.000|France|Lille|Folies gourmandes|FOLIG|59000|8|Gravad lax
5,90|6|1997-01-08 00:00:00.000|France|Lille|Folies gourmandes|FOLIG|59000|6|Tourtière
39,40|35|1997-01-08 00:00:00.000|France|Lille|Folies gourmandes|FOLIG|59000|3|Tarte au sucre
18,60|12|1997-01-09 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|7|Tofu
8,00|12|1997-01-09 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|3|Sir Rodney's Scones
2,00|49|1997-01-10 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Geitost
44,00|16|1997-01-10 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Raclette Courdavault
7,70|25|1997-01-10 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|8|Jack's New England Clam Chowder
15,50|40|1997-01-10 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|2|Gula Malacca
44,00|9|1997-01-10 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Raclette Courdavault
